Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Multiclass;Naive Bayes (BoW | (1, 4));At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .;[DATE] loan amount eur [NUMBER] 113mn;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 4));What we think ?;think;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 4));`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . '';however rapidly increase cost strengthening eur challenge whole industry impact result;negative;positive
Multiclass;Naive Bayes (BoW | (1, 4));Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .;term off-take agreement talvivaara cameco up-front investment maximum usd 60mn cover construction cost uranium extraction circuit;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .;logistics information solution provider solution dso1v report wednesday [NUMBER] october operating profit eur [NUMBER] 6mn net sale eur [NUMBER] 1mn [DATE] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 4));Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .;votorantim celulose e papel vcp votorantim major brazilian conglomerate;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .;metal component supplier componenta say net profit go up [MONEY] usd [NUMBER] 5mn [DATE] [MONEY] usd [NUMBER] 8mn [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .;editor note grimaldi generate [NUMBER] bln eur usd [NUMBER] bln turnover [DATE] ansa report [DATE] [DATE] [NUMBER] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .;global banking news [DATE] [DATE] [NUMBER] tieto pohjola bank pink pojlf cooperate swift service;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .;production capacity increase [NUMBER] [NUMBER] tonne raw material continue recycle paper board;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .;seppala transfer sale great extent last february reflect january sale figure;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .;broad-based wig index thursday session [PERCENT] up [NUMBER] pt blue-chip wig20 [NUMBER] down [NUMBER] pt;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 4));In Q1 of 2009 , Bank of +�land 's net interest income weakened by 10 % to EUR 9.1 mn .;q1 [DATE] bank land net interest income weaken [PERCENT] eur [NUMBER] 1mn;negative;positive
Multiclass;Naive Bayes (BoW | (1, 4));Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .;stora chief executive jouko karvinen describe russian tariff hike threat future forest product industry;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .;okmetic silicon wafer processing chain produce product improve human interaction quality life;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));They are also upset that some of the machinery and work is taken over to Poland .;upset machinery work take over poland;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));` For Nordea , moving into the new headquarters signifies the beginning of a new era .;nordea move new headquarters signify beginning new era;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .;uncommonly weak snow condition nearly every market affect result chief executive roger talermo say;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));And Ogden reportedly will shell out $ 4.2 million .;ogden reportedly shell usd [NUMBER] 2mn;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 4));The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .;developer project predict complete [DATE] skanssi attract [NUMBER] 5mn visitor annually;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .;investment panostaja say net profit go up [MONEY] usd [NUMBER] 4mn fiscal [DATE] [DATE] [DATE] [DATE] [NUMBER] [MONEY] usd [NUMBER] 7mn fiscal [DATE] [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));The executive group will participate in the adjustments with a fixed-term 5 % salary cut .;executive participate adjustment fixed-term [PERCENT] salary cut;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .;boomerang boat net sale eur [NUMBER] 1mn make operating profit eur [NUMBER] 4mn [DATE] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 4));- The Group -� s profit before taxes was EUR 0,2 7,8 million .;profit tax eur 0278mn;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 4));Certain shareholders have irrevocably agreed to vote in favor of the bond issue .;certain shareholder irrevocably agree vote favor bond issue;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .;luxembourg-registered investment fund amber trust ii win final approval lithuania competition council acquire [PERCENT] sanitas country large pharmaceutical producer;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .;dilute earnings share eps rise eur [NUMBER] versus eur [NUMBER] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .;insurance fennia kesko loyal customer cooperation;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .;filippova trilateral agreement investment construction technology park st petersburg sign course forum day russian economy open;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .;operating profit total eur [NUMBER] 0mn up eur [NUMBER] 5mn year-on-year;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));It is now the leading private road ambulance service company in Finland .;lead private road ambulance service;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .;market share volkswagen passenger car [PERCENT] audi market share [PERCENT] seat share [PERCENT];neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));GSK announced in November 2008 that it would close its operations in Dartford .;gsk announce [DATE] close operation dartford;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .;operating profit exclude non-recurring item increase [PERCENT] eur [NUMBER] 9mn eur [NUMBER] 4mn corresponding [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .;eps eur [NUMBER] compare eur [NUMBER] third [DATE] represent net sale third eur [NUMBER] 3mn up [PERCENT] compare eur [NUMBER] 9mn third [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .;please receive nomination committee request confidence say jon risfelt;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Finnish food company Raisio Oyj HEL : RAIVV said on Friday it has wrapped up the divestment of its margarine operations to US sector player Bunge Ltd NYSE : BG for EUR80m USD119 .2 m .;food raisio raivv say friday wrap up divestment margarine operation u sector player bunge ltd nyse bg eur [MONEY] [NUMBER] 2mn;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));With the launch of new 3G handsets , Nokia aims to become the winner in China 's 3G market as it did in the 2G market .;launch new [MEASUREMENT] handset aim become winner china [MEASUREMENT] market [MEASUREMENT] market;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .;operating profit [NUMBER] -month increase eur [NUMBER] 6mn net sale increase eur [NUMBER] 7mn compare corresponding [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));Net sales in 2010 were about EUR 2.0 billion , of which international operations accounted for roughly a quarter .;net sale [DATE] eur [NUMBER] 0bn international operation account roughly;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .;upm-kymmene [NUMBER] world lead print paper producer production [NUMBER] country sale network cover more [NUMBER];positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .;neste oil respond challenge pose european union target biofuels account [PERCENT] traffic fuel usage eu [DATE] develop nexbtl technology produce diesel fuel renewables federation say;positive;neutral
