Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Multiclass;Naive Bayes (BoW | (1, 3));Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .;poyry energy win contract advise builder new cogeneration power plant lithuania second-biggest city kaunas supervise construction process .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Finnish-Swedish TietoEnator is expanding its business quickly in Russia .;finnish-swedish tietoenator expand business quickly russia .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t;( adpnews ) [DATE] [DATE] [NUMBER] [NUMBER] agree buy combined [MONEY] ( [MONEY] [MONEY] ) drug store offer sale restructuring swedish stated-owned pharmacy monopoly apoteket ab ,;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .;note client publish , dutch broker describe third result ` soft , although note elcoteq retain guidance , dealer say .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .;external net sale printing business fell [PERCENT] , partly due termination printing contract ilkka-yhtyma printing house i-print sector player hss medium ab [DATE] fall print price .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+�nsi-Kalkkuna to produce turkey meat .;food industry hk ruokatalo atrium form joint venture call l+ nsi-kalkkuna produce turkey meat .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .;expect net sale [MONEY] ( [MONEY] ) [DATE] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));However , he expects banks to provide alternative financing .;however , expect bank alternative financing .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .;shareholder rakvere lihakombinaat decide favor buyout minority share mid-july .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));These savings will have full impact as of the beginning of 2007 .;saving full impact beginning [DATE] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .;addition indian market , new plant serve salcomp customer globally , say .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .;say offshore segment represent [PERCENT] total marine engine order [DATE] , merchant [PERCENT] , special vessel [PERCENT] , cruise ferry , ship design -- [PERCENT] [PERCENT] , respectively .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .;insurance fennia kesko loyal customer cooperation .;negative;positive
Multiclass;Naive Bayes (BoW | (1, 3));As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .;result , russia import restriction dairy cancel [DATE] [DATE] [NUMBER] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .;homeware area , fiskars lead brand product home , kitchen , interior design .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .;financial impact estimate annual improvement [MONEY] division result , fiscal [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .;[DATE] , scanfil net sale total [MONEY] operating profit [MONEY] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .;impact acquisition teleste net sale [DATE] estimate approximately [MONEY] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .;ponsse plan create network strong partnership , participates production large entity presently .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .;succeed increase market share sell apartment , comment mr kari kauniskangas , head yit international construction service .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .;yit lodge counter claim neste oil total [MONEY] , primarily work carry contract additional cost incur due prolongation project .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Pohjola could increase its stake to 45 % in 2013 .;pohjola could increase stake [PERCENT] [DATE] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .;accordance strategy , strengthen local presence establish representative office south africa october .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The competition was received with great enthusiasm by the employees , he goes on .;competition receive great enthusiasm employee , go .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .;aspocomp repay interest bearing liability standard chartered bank rest consideration partially repay interest bearing liability improve liquidity .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Finnish Ahlstrom Corporation will double its investments in a new specialty glassfiber reinforcement plant in South Carolina , in the US .;ahlstrom double investment new specialty glassfiber reinforcement plant south carolina , u .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Remote Phone Management demonstrates SysOpen Digia 's unique end-to-end offering for operators , handset manufacturers and enterprise customers .;remote phone management demonstrate sysopen digia unique end-to-end offering operator , handset manufacturer enterprise customer .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .;cargotec , press release , [DATE] [DATE] [NUMBER] [NUMBER] p.m. time cargotec macgregor business area marine cargo handling offshore load handle solution receive significant hatch cover order bulk carrier .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .;[DATE] , sacanfil net sale total [MONEY] operating profit [MONEY] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));When this investment is in place , Atria plans to expand into the Moscow market .;investment place , atria plan expand moscow market .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .;renzo piano build design wonderful addition london skyline , say noud veeger , evp area director central north europe kone .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .;result negotiation employment [NUMBER] blue white-collar employee oulu plant terminate .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The goal is to secure the company 's profitability and competitiveness .;goal secure profitability competitiveness .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .;total value project value [MONEY] ( [MONEY] [MONEY] ) .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .;benefon , wireless gps technology , supply karputer twig navigation platform , gps satellite navigation voice guidance service .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .;viking line head jan kaarstroem tell tt ferry well equip handle ice passenger safe .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));` By separating side businesses we will be able to faster expand and develop Tapro retail network .;` separate side business able faster expand develop tapro retail network .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .;social plan negotiation [NUMBER] turn-around program expect ensure salomon future competitiveness .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .;recovery evident liquid handling business , particularly area outside europe primarily north america asia .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .;raw material price surge past , fuel rapid industrialization china , india develop nation .;negative;positive
Multiclass;Naive Bayes (BoW | (1, 3));Temporary layoffs in these units have already started .;temporary layoff unit already start .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .;aldata solution sign contract supply g.o.l.d. system [NUMBER] french retail chain .;positive;neutral
